Date,Product_ID,Store_ID,Promotion_Flag, Discount_percent ,Price,Sold_Units,Sales_Volume
2017-08-14,P1_,S7_,,,75,13,975
2017-08-15,P1_,S7_,,,75,11,825
2017-08-16,P1_,S7_,,,75,9,675
2017-08-17,P1_,S7_,,,75,7,525
2017-08-18,P1_,S7_,,,75,4,300
2017-08-19,P1_,S7_,,,75,8,600
2017-08-20,P1_,S7_,,,75,6,450
2017-08-21,P1_,S7_,,,75,3,225
2017-08-22,P1_,S7_,,,75,3,225
2017-08-23,P1_,S7_,,,75,8,600
2017-08-24,P1_,S7_,,,75,5,375
2017-08-25,P1_,S7_,,,75,2,150
2017-08-26,P1_,S7_,,,75,8,600
2017-08-27,P1_,S7_,,,75,3,225
2017-08-28,P1_,S7_,,,75,2,150
2017-08-29,P1_,S7_,,,75,0,0
2017-08-30,P1_,S7_,,,75,1,75
2017-08-31,P1_,S7_,,,75,1,75
2017-09-01,P1_,S7_,,,75,0,0
2017-09-02,P1_,S7_,,,75,1,75
2017-09-03,P1_,S7_,,,75,2,150
2017-09-04,P1_,S7_,,,75,3,225
2017-09-05,P1_,S7_,,,75,2,150
2017-09-06,P1_,S7_,,,75,1,75
2017-09-07,P1_,S7_,,,75,2,150
2017-09-08,P1_,S7_,,,75,1,75
2017-09-09,P1_,S7_,,,75,2,150
2017-09-10,P1_,S7_,,,75,0,0
2017-09-11,P1_,S7_,,,75,1,75
2017-09-12,P1_,S7_,,,75,1,75
2017-09-13,P1_,S7_,,,75,0,0
2017-09-14,P1_,S7_,,,75,0,0
2017-09-15,P1_,S7_,,,75,0,0
2017-09-16,P1_,S7_,,,75,0,0
2017-09-17,P1_,S7_,,,75,0,0
2017-09-18,P1_,S7_,,,75,0,0
2017-09-19,P1_,S7_,,,75,0,0
2017-09-20,P1_,S7_,,,75,1,75
2017-09-21,P1_,S7_,,,75,0,0
2017-09-22,P1_,S7_,,,75,0,0
2017-09-23,P1_,S7_,,,75,0,0
2017-09-24,P1_,S7_,,,75,0,0
2017-09-25,P1_,S7_,,,75,0,0
2017-09-26,P1_,S7_,,,75,0,0
2017-09-27,P1_,S7_,,,75,0,0
2017-09-28,P1_,S7_,,,75,0,0
2017-09-29,P1_,S7_,,,75,0,0
2017-09-30,P1_,S7_,,,75,0,0
2017-10-01,P1_,S7_,,,75,1,75
2017-10-02,P1_,S7_,,,75,0,0
2017-10-03,P1_,S7_,,,75,0,0
2017-10-04,P1_,S7_,,,75,0,0
2017-10-05,P1_,S7_,,,75,0,0
2017-10-06,P1_,S7_,,,75,0,0
2017-10-07,P1_,S7_,,,75,0,0
2017-10-08,P1_,S7_,,,75,0,0
2017-10-09,P1_,S7_,,,75,0,0
2017-10-10,P1_,S7_,,,75,0,0
2017-10-11,P1_,S7_,,,75,0,0
2017-10-12,P1_,S7_,,,75,0,0
2017-10-13,P1_,S7_,,,75,0,0
2017-10-14,P1_,S7_,,,75,0,0
2017-10-15,P1_,S7_,,,75,0,0
2017-10-16,P1_,S7_,,,75,0,0
2017-10-17,P1_,S7_,,,75,0,0
2017-10-18,P1_,S7_,,,75,0,0
2017-10-19,P1_,S7_,,,75,0,0
2017-10-20,P1_,S7_,,,75,0,0
2017-10-21,P1_,S7_,,,75,0,0
2017-10-22,P1_,S7_,,,75,0,0
2017-10-23,P1_,S7_,,,75,0,0
2017-10-24,P1_,S7_,,,75,0,0
2017-10-25,P1_,S7_,,,75,0,0
2017-10-26,P1_,S7_,,,75,0,0
2017-10-27,P1_,S7_,,,75,0,0
2017-10-28,P1_,S7_,,,75,0,0
2017-10-29,P1_,S7_,,,75,0,0
2017-10-30,P1_,S7_,,,75,0,0
2017-10-31,P1_,S7_,,,75,0,0
2017-11-01,P1_,S7_,,,75,0,0
2017-11-02,P1_,S7_,,,75,0,0
2017-11-03,P1_,S7_,,,75,0,0
2017-11-04,P1_,S7_,,,75,0,0
2017-11-05,P1_,S7_,,,75,0,0
2017-11-06,P1_,S7_,,,75,0,0
2017-11-07,P1_,S7_,,,75,0,0
2017-11-08,P1_,S7_,,,75,0,0
2017-11-09,P1_,S7_,,,75,0,0
2017-11-10,P1_,S7_,,,75,0,0
2017-11-11,P1_,S7_,,,75,0,0
2017-11-12,P1_,S7_,,,75,0,0
2017-11-13,P1_,S7_,,,75,0,0
2017-11-14,P1_,S7_,,,75,0,0
2017-11-15,P1_,S7_,,,75,0,0
2017-11-16,P1_,S7_,,,75,0,0
2017-11-17,P1_,S7_,,,75,0,0
2017-11-18,P1_,S7_,,,75,0,0
2017-11-19,P1_,S7_,,,75,0,0
2017-11-20,P1_,S7_,,,75,0,0
2017-11-21,P1_,S7_,,,75,0,0
2017-11-22,P1_,S7_,,,75,0,0
2017-11-23,P1_,S7_,,,75,0,0
2017-11-24,P1_,S7_,,,75,0,0
2017-11-25,P1_,S7_,,,75,0,0
2017-11-26,P1_,S7_,,,75,0,0
2017-11-27,P1_,S7_,,,75,0,0
2017-11-28,P1_,S7_,,,75,0,0
2017-11-29,P1_,S7_,,,75,0,0
2017-11-30,P1_,S7_,,,75,0,0
2017-12-01,P1_,S7_,,,75,0,0
2017-12-02,P1_,S7_,,,75,0,0
2017-12-03,P1_,S7_,,,75,0,0
2017-12-04,P1_,S7_,,,75,0,0
2017-12-05,P1_,S7_,,,75,0,0
2017-12-06,P1_,S7_,,,75,0,0
2017-12-07,P1_,S7_,,,75,0,0
2017-12-08,P1_,S7_,,,75,0,0
2017-12-09,P1_,S7_,,,75,0,0
2017-12-10,P1_,S7_,,,75,0,0
2017-12-11,P1_,S7_,,,75,0,0
2017-12-12,P1_,S7_,,,75,0,0
2017-12-13,P1_,S7_,,,75,0,0
2017-12-14,P1_,S7_,,,75,0,0
2017-12-15,P1_,S7_,,,75,0,0
2017-12-16,P1_,S7_,,,75,0,0
2017-12-17,P1_,S7_,,,75,0,0
2017-12-18,P1_,S7_,,,75,0,0
2017-12-19,P1_,S7_,,,75,0,0
2017-12-20,P1_,S7_,,,75,0,0
2017-12-21,P1_,S7_,,,75,0,0
2017-12-22,P1_,S7_,,,75,0,0
2017-12-23,P1_,S7_,,,75,0,0
2017-12-24,P1_,S7_,,,75,0,0
2017-12-25,P1_,S7_,,,75,0,0
2017-12-26,P1_,S7_,,,75,0,0
2017-12-27,P1_,S7_,,,75,0,0
2017-12-28,P1_,S7_,,,75,0,0
2017-12-29,P1_,S7_,,,75,0,0
2017-12-30,P1_,S7_,,,75,0,0
2017-12-31,P1_,S7_,,,75,0,0
2018-01-01,P1_,S7_,,,75,0,0
2018-01-02,P1_,S7_,,,75,0,0
2018-01-03,P1_,S7_,,,75,0,0
2018-01-04,P1_,S7_,,,75,0,0
2018-01-05,P1_,S7_,,,75,0,0
2018-01-06,P1_,S7_,,,75,0,0
2018-01-07,P1_,S7_,,,75,0,0
2018-01-08,P1_,S7_,,,75,0,0
2018-01-09,P1_,S7_,,,75,0,0
2018-01-10,P1_,S7_,,,75,0,0
2018-01-11,P1_,S7_,,,75,0,0
2018-01-12,P1_,S7_,,,75,0,0
2018-01-13,P1_,S7_,,,75,0,0
2018-01-14,P1_,S7_,,,75,0,0
2018-01-15,P1_,S7_,,,75,0,0
2018-01-16,P1_,S7_,,,75,0,0
2018-01-17,P1_,S7_,,,75,0,0
2018-01-18,P1_,S7_,,,75,0,0
2018-01-19,P1_,S7_,,,75,0,0
2018-01-20,P1_,S7_,,,75,0,0
2018-01-21,P1_,S7_,,,75,0,0
2018-01-22,P1_,S7_,,,75,0,0
2018-01-23,P1_,S7_,,,75,0,0
2018-01-24,P1_,S7_,,,75,0,0
2018-01-25,P1_,S7_,,,75,0,0
2018-01-26,P1_,S7_,,,75,0,0
2018-01-27,P1_,S7_,,,75,0,0
2018-01-28,P1_,S7_,,,75,0,0
2018-01-29,P1_,S7_,,,75,0,0
2018-01-30,P1_,S7_,,,75,0,0
2018-01-31,P1_,S7_,,,75,1,75
2018-02-01,P1_,S7_,,,75,0,0
2018-02-02,P1_,S7_,,,75,0,0
2018-02-03,P1_,S7_,,,75,0,0
2018-02-04,P1_,S7_,,,75,0,0
2018-02-05,P1_,S7_,,,75,0,0
2018-02-06,P1_,S7_,,,75,0,0
2018-02-07,P1_,S7_,,,75,0,0
2018-02-08,P1_,S7_,,,75,0,0
2018-02-09,P1_,S7_,,,75,0,0
2018-02-10,P1_,S7_,,,75,0,0
2018-02-11,P1_,S7_,,,75,0,0
2018-02-12,P1_,S7_,,,75,1,75
2018-02-13,P1_,S7_,,,75,0,0
2018-02-14,P1_,S7_,,,75,0,0
2018-02-15,P1_,S7_,,,75,1,75
2018-02-16,P1_,S7_,,,75,1,75
2018-02-17,P1_,S7_,,,75,1,75
2018-02-18,P1_,S7_,,,75,0,0
2018-02-19,P1_,S7_,,,75,1,75
2018-02-20,P1_,S7_,,,75,1,75
2018-02-21,P1_,S7_,,,75,0,0
2018-02-22,P1_,S7_,,,75,1,75
2018-02-23,P1_,S7_,,,75,2,150
2018-02-24,P1_,S7_,,,75,0,0
2018-02-25,P1_,S7_,,,75,1,75
2018-02-26,P1_,S7_,,,75,1,75
2018-02-27,P1_,S7_,,,75,2,150
2018-02-28,P1_,S7_,,,75,2,150
2018-03-01,P1_,S7_,,,75,2,150
2018-03-02,P1_,S7_,,,75,1,75
2018-03-03,P1_,S7_,,,75,3,225
2018-03-04,P1_,S7_,,,75,4,300
2018-03-05,P1_,S7_,,,75,4,300
2018-03-06,P1_,S7_,,,75,4,300
2018-03-07,P1_,S7_,,,75,1,75
2018-03-08,P1_,S7_,,,75,5,375
2018-03-09,P1_,S7_,,,75,3,225
2018-03-10,P1_,S7_,,,75,6,450
2018-03-11,P1_,S7_,,,75,10,750
2018-03-12,P1_,S7_,,,75,6,450
2018-03-13,P1_,S7_,,,75,11,825
2018-03-14,P1_,S7_,,,75,8,600
2018-03-15,P1_,S7_,,,75,3,225
2018-03-16,P1_,S7_,,,75,7,525
2018-03-17,P1_,S7_,,,75,8,600
2018-03-18,P1_,S7_,,,75,6,450
2018-03-19,P1_,S7_,,,75,12,900
2018-03-20,P1_,S7_,,,75,10,750
2018-03-21,P1_,S7_,,,75,12,900
2018-03-22,P1_,S7_,,,75,17,1275
2018-03-23,P1_,S7_,,,75,10,750
2018-03-24,P1_,S7_,,,75,15,1125
2018-03-25,P1_,S7_,,,75,18,1350
2018-03-26,P1_,S7_,,,75,14,1050
2018-03-27,P1_,S7_,,,75,10,750
2018-03-28,P1_,S7_,,,75,19,1425
2018-03-29,P1_,S7_,,,75,22,1650
2018-03-30,P1_,S7_,,,75,18,1350
2018-03-31,P1_,S7_,,,75,29,2175
2018-04-01,P1_,S7_,,,75,29,2175
2018-04-02,P1_,S7_,,,75,27,2025
2018-04-03,P1_,S7_,,,75,29,2175
2018-04-04,P1_,S7_,,,75,34,2550
2018-04-05,P1_,S7_,,,75,32,2400
2018-04-06,P1_,S7_,,,75,30,2250
2018-04-07,P1_,S7_,,,75,33,2475
2018-04-08,P1_,S7_,,,75,31,2325
2018-04-09,P1_,S7_,,,75,44,3300
2018-04-10,P1_,S7_,,,75,47,3525
2018-04-11,P1_,S7_,,,75,52,3900
2018-04-12,P1_,S7_,,,75,47,3525
2018-04-13,P1_,S7_,,,75,47,3525
2018-04-14,P1_,S7_,,,75,60,4500
2018-04-15,P1_,S7_,,,75,72,5400
2018-04-16,P1_,S7_,,,75,59,4425
2018-04-17,P1_,S7_,,,75,54,4050
2018-04-18,P1_,S7_,,,75,90,6750
2018-04-19,P1_,S7_,,,75,64,4800
2018-04-20,P1_,S7_,,,75,80,6000
2018-04-21,P1_,S7_,,,75,79,5925
2018-04-22,P1_,S7_,,,75,84,6300
2018-04-23,P1_,S7_,,,75,88,6600
2018-04-24,P1_,S7_,,,75,105,7875
2018-04-25,P1_,S7_,,,75,102,7650
2018-04-26,P1_,S7_,,,75,99,7425
2018-04-27,P1_,S7_,,,75,108,8100
2018-04-28,P1_,S7_,,,75,98,7350
2018-04-29,P1_,S7_,,,75,109,8175
2018-04-30,P1_,S7_,,,75,117,8775
2018-05-01,P1_,S7_,,,75,122,9150
2018-05-02,P1_,S7_,,,75,118,8850
2018-05-03,P1_,S7_,,,75,130,9750
2018-05-04,P1_,S7_,,,75,146,10950
2018-05-05,P1_,S7_,,,75,122,9150
2018-05-06,P1_,S7_,,,75,122,9150
2018-05-07,P1_,S7_,,,75,130,9750
2018-05-08,P1_,S7_,,,75,150,11250
2018-05-09,P1_,S7_,,,75,149,11175
2018-05-10,P1_,S7_,,,75,165,12375
2018-05-11,P1_,S7_,,,75,156,11700
2018-05-12,P1_,S7_,,,75,180,13500
2018-05-13,P1_,S7_,,,75,174,13050
2018-05-14,P1_,S7_,,,75,168,12600
2018-05-15,P1_,S7_,,,75,166,12450
2018-05-16,P1_,S7_,,,75,174,13050
2018-05-17,P1_,S7_,,,75,204,15300
2018-05-18,P1_,S7_,,,75,174,13050
2018-05-19,P1_,S7_,,,75,198,14850
2018-05-20,P1_,S7_,,,75,191,14325
2018-05-21,P1_,S7_,,,75,174,13050
2018-05-22,P1_,S7_,,,75,175,13125
2018-05-23,P1_,S7_,,,75,201,15075
2018-05-24,P1_,S7_,,,75,180,13500
2018-05-25,P1_,S7_,,,75,203,15225
2018-05-26,P1_,S7_,,,75,213,15975
2018-05-27,P1_,S7_,,,75,194,14550
2018-05-28,P1_,S7_,,,75,195,14625
2018-05-29,P1_,S7_,,,75,204,15300
2018-05-30,P1_,S7_,,,75,219,16425
2018-05-31,P1_,S7_,,,75,180,13500
2018-06-01,P1_,S7_,,,75,185,13875
2018-06-02,P1_,S7_,,,75,196,14700
2018-06-03,P1_,S7_,,,75,214,16050
2018-06-04,P1_,S7_,,,75,210,15750
2018-06-05,P1_,S7_,,,75,200,15000
2018-06-06,P1_,S7_,,,75,184,13800
2018-06-07,P1_,S7_,,,75,197,14775
2018-06-08,P1_,S7_,,,75,209,15675
2018-06-09,P1_,S7_,,,75,172,12900
2018-06-10,P1_,S7_,,,75,201,15075
2018-06-11,P1_,S7_,,,75,189,14175
2018-06-12,P1_,S7_,,,75,177,13275
2018-06-13,P1_,S7_,,,75,216,16200
2018-06-14,P1_,S7_,,,75,190,14250
2018-06-15,P1_,S7_,,,75,171,12825
2018-06-16,P1_,S7_,,,75,164,12300
2018-06-17,P1_,S7_,,,75,168,12600
2018-06-18,P1_,S7_,,,75,161,12075
2018-06-19,P1_,S7_,,,75,168,12600
2018-06-20,P1_,S7_,,,75,162,12150
2018-06-21,P1_,S7_,,,75,163,12225
2018-06-22,P1_,S7_,,,75,141,10575
2018-06-23,P1_,S7_,,,75,173,12975
2018-06-24,P1_,S7_,,,75,162,12150
2018-06-25,P1_,S7_,,,75,122,9150
2018-06-26,P1_,S7_,,,75,148,11100
2018-06-27,P1_,S7_,,,75,107,8025
2018-06-28,P1_,S7_,,,75,130,9750
2018-06-29,P1_,S7_,,,75,141,10575
2018-06-30,P1_,S7_,,,75,119,8925
2018-07-01,P1_,S7_,,,75,120,9000
2018-07-02,P1_,S7_,,,75,87,6525
2018-07-03,P1_,S7_,,,75,96,7200
2018-07-04,P1_,S7_,,,75,98,7350
2018-07-05,P1_,S7_,,,75,109,8175
2018-07-06,P1_,S7_,,,75,105,7875
2018-07-07,P1_,S7_,,,75,91,6825
2018-07-08,P1_,S7_,,,75,103,7725
2018-07-09,P1_,S7_,,,75,89,6675
2018-07-10,P1_,S7_,,,75,71,5325
2018-07-11,P1_,S7_,,,75,86,6450
2018-07-12,P1_,S7_,,,75,71,5325
2018-07-13,P1_,S7_,,,75,64,4800
2018-07-14,P1_,S7_,,,75,76,5700
2018-07-15,P1_,S7_,1, 0.30 ,75,85,4462.5
2018-07-16,P1_,S7_,1, 0.30 ,75,78,4095
2018-07-17,P1_,S7_,1, 0.30 ,75,70,3675
2018-07-18,P1_,S7_,1, 0.30 ,75,73,3832.5
2018-07-19,P1_,S7_,1, 0.30 ,75,67,3517.5
2018-07-20,P1_,S7_,1, 0.30 ,75,59,3097.5
2018-07-21,P1_,S7_,1, 0.60 ,75,88,2640
2018-07-22,P1_,S7_,1, 0.60 ,75,85,2550
2018-07-23,P1_,S7_,1, 0.60 ,75,76,2280
2018-07-24,P1_,S7_,1, 0.60 ,75,74,2220
2018-07-25,P1_,S7_,1, 0.60 ,75,74,2220
2018-07-26,P1_,S7_,1, 0.60 ,75,57,1710
2018-07-27,P1_,S7_,1, 0.60 ,75,68,2040
2018-07-28,P1_,S7_,1, 0.60 ,75,54,1620
2018-07-29,P1_,S7_,1, 0.60 ,75,42,1260
2018-07-30,P1_,S7_,1, 0.60 ,75,54,1620
2018-07-31,P1_,S7_,1, 0.60 ,75,54,1620
2018-08-01,P1_,S7_,,,75,25,1875
2018-08-02,P1_,S7_,,,75,21,1575
2018-08-03,P1_,S7_,,,75,27,2025
2018-08-04,P1_,S7_,,,75,24,1800
